"Step","3i_350M_DeepSup - Val/loss","3i_350M_DeepSup - Val/loss__MIN","3i_350M_DeepSup - Val/loss__MAX","base_350m_fixed - Val/loss","base_350m_fixed - Val/loss__MIN","base_350m_fixed - Val/loss__MAX"
"0","10.754023551940918","10.754023551940918","10.754023551940918","10.657493591308594","10.657493591308594","10.657493591308594"
"1500","3.1162426471710205","3.1162426471710205","3.1162426471710205","2.8559188842773438","2.8559188842773438","2.8559188842773438"
"3000","2.7562952041625977","2.7562952041625977","2.7562952041625977","2.6429219245910645","2.6429219245910645","2.6429219245910645"
"4500","2.6087987422943115","2.6087987422943115","2.6087987422943115","2.562211275100708","2.562211275100708","2.562211275100708"
"6000","2.5269408226013184","2.5269408226013184","2.5269408226013184","2.515249013900757","2.515249013900757","2.515249013900757"
"7500","2.469515085220337","2.469515085220337","2.469515085220337","2.4813449382781982","2.4813449382781982","2.4813449382781982"
"9000","2.4304113388061523","2.4304113388061523","2.4304113388061523","2.459294557571411","2.459294557571411","2.459294557571411"
"10500","2.4046270847320557","2.4046270847320557","2.4046270847320557","2.439598321914673","2.439598321914673","2.439598321914673"
"12000","2.3830630779266357","2.3830630779266357","2.3830630779266357","2.4207983016967773","2.4207983016967773","2.4207983016967773"
"13500","2.361644744873047","2.361644744873047","2.361644744873047","2.4033403396606445","2.4033403396606445","2.4033403396606445"
"15000","2.3454577922821045","2.3454577922821045","2.3454577922821045","2.395026206970215","2.395026206970215","2.395026206970215"
"16500","2.33203387260437","2.33203387260437","2.33203387260437","2.380540132522583","2.380540132522583","2.380540132522583"
"18000","2.3227460384368896","2.3227460384368896","2.3227460384368896","2.3727762699127197","2.3727762699127197","2.3727762699127197"
"19500","2.3069279193878174","2.3069279193878174","2.3069279193878174","2.3641061782836914","2.3641061782836914","2.3641061782836914"
"21000","2.297795057296753","2.297795057296753","2.297795057296753","2.3525032997131348","2.3525032997131348","2.3525032997131348"
"22500","2.2908034324645996","2.2908034324645996","2.2908034324645996","2.3340437412261963","2.3340437412261963","2.3340437412261963"
"24000","2.281576633453369","2.281576633453369","2.281576633453369","2.337264060974121","2.337264060974121","2.337264060974121"
"25500","2.2746422290802","2.2746422290802","2.2746422290802","2.328317880630493","2.328317880630493","2.328317880630493"
"27000","2.314143419265747","2.314143419265747","2.314143419265747","2.322037696838379","2.322037696838379","2.322037696838379"
"28500","2.264981269836426","2.264981269836426","2.264981269836426","2.3221917152404785","2.3221917152404785","2.3221917152404785"
"30000","2.2575180530548096","2.2575180530548096","2.2575180530548096","2.3154866695404053","2.3154866695404053","2.3154866695404053"
"31500","2.253621816635132","2.253621816635132","2.253621816635132","2.314749002456665","2.314749002456665","2.314749002456665"
"33000","2.2524335384368896","2.2524335384368896","2.2524335384368896","2.3088157176971436","2.3088157176971436","2.3088157176971436"
"34500","2.242236375808716","2.242236375808716","2.242236375808716","2.299797773361206","2.299797773361206","2.299797773361206"
"36000","2.239060163497925","2.239060163497925","2.239060163497925","2.29964542388916","2.29964542388916","2.29964542388916"
"37500","2.2358102798461914","2.2358102798461914","2.2358102798461914","2.2990214824676514","2.2990214824676514","2.2990214824676514"
"39000","2.23222279548645","2.23222279548645","2.23222279548645","2.290647268295288","2.290647268295288","2.290647268295288"
"40500","2.228048801422119","2.228048801422119","2.228048801422119","2.2883355617523193","2.2883355617523193","2.2883355617523193"
"42000","2.2257351875305176","2.2257351875305176","2.2257351875305176","2.2763915061950684","2.2763915061950684","2.2763915061950684"
"43500","2.221346616744995","2.221346616744995","2.221346616744995","2.280442237854004","2.280442237854004","2.280442237854004"
"45000","2.2185871601104736","2.2185871601104736","2.2185871601104736","2.27011775970459","2.27011775970459","2.27011775970459"
"46500","2.2142789363861084","2.2142789363861084","2.2142789363861084","2.2995026111602783","2.2995026111602783","2.2995026111602783"
"48000","2.2112674713134766","2.2112674713134766","2.2112674713134766","2.276627540588379","2.276627540588379","2.276627540588379"
"49500","2.210200309753418","2.210200309753418","2.210200309753418","2.2722008228302","2.2722008228302","2.2722008228302"
"51000","2.2054052352905273","2.2054052352905273","2.2054052352905273","2.2718281745910645","2.2718281745910645","2.2718281745910645"
"52500","2.2046327590942383","2.2046327590942383","2.2046327590942383","2.2552788257598877","2.2552788257598877","2.2552788257598877"
"54000","2.2022359371185303","2.2022359371185303","2.2022359371185303","2.264026403427124","2.264026403427124","2.264026403427124"
"55500","2.200969696044922","2.200969696044922","2.200969696044922","2.2514500617980957","2.2514500617980957","2.2514500617980957"
"57000","2.196769952774048","2.196769952774048","2.196769952774048","2.2549519538879395","2.2549519538879395","2.2549519538879395"
"58500","2.195859670639038","2.195859670639038","2.195859670639038","2.262702226638794","2.262702226638794","2.262702226638794"
"61500","2.191202402114868","2.191202402114868","2.191202402114868","2.2471609115600586","2.2471609115600586","2.2471609115600586"
"63000","2.1912877559661865","2.1912877559661865","2.1912877559661865","2.24465012550354","2.24465012550354","2.24465012550354"
"64500","2.188612699508667","2.188612699508667","2.188612699508667","2.245450258255005","2.245450258255005","2.245450258255005"
"66000","2.1859090328216553","2.1859090328216553","2.1859090328216553","2.247187852859497","2.247187852859497","2.247187852859497"
"67500","2.185598850250244","2.185598850250244","2.185598850250244","2.2376575469970703","2.2376575469970703","2.2376575469970703"
"69000","2.183671474456787","2.183671474456787","2.183671474456787","2.236643075942993","2.236643075942993","2.236643075942993"
"70500","2.1826679706573486","2.1826679706573486","2.1826679706573486","2.2341628074645996","2.2341628074645996","2.2341628074645996"
"72000","2.182009220123291","2.182009220123291","2.182009220123291","2.2309181690216064","2.2309181690216064","2.2309181690216064"
"73500","2.178765296936035","2.178765296936035","2.178765296936035","2.236619234085083","2.236619234085083","2.236619234085083"
"75000","2.182033061981201","2.182033061981201","2.182033061981201","2.23140811920166","2.23140811920166","2.23140811920166"
"76500","2.182816505432129","2.182816505432129","2.182816505432129","2.23345947265625","2.23345947265625","2.23345947265625"
"78000","2.180051326751709","2.180051326751709","2.180051326751709","2.2305564880371094","2.2305564880371094","2.2305564880371094"
"79500","2.1775574684143066","2.1775574684143066","2.1775574684143066","2.2312986850738525","2.2312986850738525","2.2312986850738525"
"81000","2.1742613315582275","2.1742613315582275","2.1742613315582275","2.2300915718078613","2.2300915718078613","2.2300915718078613"
"82500","2.1723268032073975","2.1723268032073975","2.1723268032073975","2.2253921031951904","2.2253921031951904","2.2253921031951904"
"84000","2.1707167625427246","2.1707167625427246","2.1707167625427246","2.22418212890625","2.22418212890625","2.22418212890625"
"85500","2.1681344509124756","2.1681344509124756","2.1681344509124756","2.2181050777435303","2.2181050777435303","2.2181050777435303"
"87000","2.1677234172821045","2.1677234172821045","2.1677234172821045","2.2444093227386475","2.2444093227386475","2.2444093227386475"
"88500","2.1660118103027344","2.1660118103027344","2.1660118103027344","2.2242236137390137","2.2242236137390137","2.2242236137390137"
"90000","2.165595054626465","2.165595054626465","2.165595054626465","2.2263545989990234","2.2263545989990234","2.2263545989990234"
"91500","2.1623213291168213","2.1623213291168213","2.1623213291168213","2.210169792175293","2.210169792175293","2.210169792175293"
"93000","2.1622958183288574","2.1622958183288574","2.1622958183288574","2.215893268585205","2.215893268585205","2.215893268585205"
"94500","2.159888505935669","2.159888505935669","2.159888505935669","2.235584259033203","2.235584259033203","2.235584259033203"
"96000","2.158010959625244","2.158010959625244","2.158010959625244","2.21581768989563","2.21581768989563","2.21581768989563"
"97500","2.161292552947998","2.161292552947998","2.161292552947998","2.209186315536499","2.209186315536499","2.209186315536499"
"99000","2.1600167751312256","2.1600167751312256","2.1600167751312256","2.2140164375305176","2.2140164375305176","2.2140164375305176"
"100500","2.1573801040649414","2.1573801040649414","2.1573801040649414","2.2110564708709717","2.2110564708709717","2.2110564708709717"
"102000","2.160416603088379","2.160416603088379","2.160416603088379","2.2185111045837402","2.2185111045837402","2.2185111045837402"
"103500","2.1577885150909424","2.1577885150909424","2.1577885150909424","2.219087600708008","2.219087600708008","2.219087600708008"
"105000","2.158952236175537","2.158952236175537","2.158952236175537","2.2152974605560303","2.2152974605560303","2.2152974605560303"
"106500","2.157907009124756","2.157907009124756","2.157907009124756","2.2107725143432617","2.2107725143432617","2.2107725143432617"
"108000","2.1581015586853027","2.1581015586853027","2.1581015586853027","2.206058979034424","2.206058979034424","2.206058979034424"
"109500","2.155409097671509","2.155409097671509","2.155409097671509","2.207573652267456","2.207573652267456","2.207573652267456"
"111000","2.151186466217041","2.151186466217041","2.151186466217041","2.2065017223358154","2.2065017223358154","2.2065017223358154"
"112500","2.1495983600616455","2.1495983600616455","2.1495983600616455","2.202977418899536","2.202977418899536","2.202977418899536"
"114000","2.1489782333374023","2.1489782333374023","2.1489782333374023","2.2069220542907715","2.2069220542907715","2.2069220542907715"
"115500","2.1473379135131836","2.1473379135131836","2.1473379135131836","2.2006402015686035","2.2006402015686035","2.2006402015686035"
"117000","2.1455678939819336","2.1455678939819336","2.1455678939819336","2.2130942344665527","2.2130942344665527","2.2130942344665527"
"118500","2.1459720134735107","2.1459720134735107","2.1459720134735107","2.1966307163238525","2.1966307163238525","2.1966307163238525"
"120000","2.143278121948242","2.143278121948242","2.143278121948242","2.207670211791992","2.207670211791992","2.207670211791992"
"121500","2.139694929122925","2.139694929122925","2.139694929122925","2.195787191390991","2.195787191390991","2.195787191390991"
"123000","2.1384992599487305","2.1384992599487305","2.1384992599487305","2.194828987121582","2.194828987121582","2.194828987121582"
"124500","2.135885000228882","2.135885000228882","2.135885000228882","2.199568271636963","2.199568271636963","2.199568271636963"
"126000","2.1355624198913574","2.1355624198913574","2.1355624198913574","2.194995880126953","2.194995880126953","2.194995880126953"
"127500","2.135777711868286","2.135777711868286","2.135777711868286","2.1997718811035156","2.1997718811035156","2.1997718811035156"
"129000","2.1330878734588623","2.1330878734588623","2.1330878734588623","2.1900837421417236","2.1900837421417236","2.1900837421417236"
"130500","2.1318423748016357","2.1318423748016357","2.1318423748016357","2.189354658126831","2.189354658126831","2.189354658126831"
"132000","2.1312806606292725","2.1312806606292725","2.1312806606292725","2.199849843978882","2.199849843978882","2.199849843978882"
"133500","2.1299591064453125","2.1299591064453125","2.1299591064453125","2.1848080158233643","2.1848080158233643","2.1848080158233643"
"135000","2.129148244857788","2.129148244857788","2.129148244857788","2.187485694885254","2.187485694885254","2.187485694885254"
"136500","2.1285488605499268","2.1285488605499268","2.1285488605499268","2.189875841140747","2.189875841140747","2.189875841140747"
"138000","2.1274573802948","2.1274573802948","2.1274573802948","2.1904876232147217","2.1904876232147217","2.1904876232147217"
"139500","2.1269497871398926","2.1269497871398926","2.1269497871398926","2.189828872680664","2.189828872680664","2.189828872680664"
"141000","2.125551700592041","2.125551700592041","2.125551700592041","2.18649959564209","2.18649959564209","2.18649959564209"
"142500","2.127418279647827","2.127418279647827","2.127418279647827","2.184765100479126","2.184765100479126","2.184765100479126"
"144000","2.123978614807129","2.123978614807129","2.123978614807129","2.186178207397461","2.186178207397461","2.186178207397461"
"145500","2.1234564781188965","2.1234564781188965","2.1234564781188965","2.1857869625091553","2.1857869625091553","2.1857869625091553"
"147000","2.1219372749328613","2.1219372749328613","2.1219372749328613","2.180222749710083","2.180222749710083","2.180222749710083"
"148500","2.121272325515747","2.121272325515747","2.121272325515747","2.182591199874878","2.182591199874878","2.182591199874878"
"150000","2.119774580001831","2.119774580001831","2.119774580001831","2.1749355792999268","2.1749355792999268","2.1749355792999268"
"151500","2.1191177368164062","2.1191177368164062","2.1191177368164062","2.178696870803833","2.178696870803833","2.178696870803833"
"153000","2.1175284385681152","2.1175284385681152","2.1175284385681152","2.1741480827331543","2.1741480827331543","2.1741480827331543"
"154500","2.1172983646392822","2.1172983646392822","2.1172983646392822","2.1763954162597656","2.1763954162597656","2.1763954162597656"
"156000","2.1168463230133057","2.1168463230133057","2.1168463230133057","2.171721935272217","2.171721935272217","2.171721935272217"
"157500","2.1149532794952393","2.1149532794952393","2.1149532794952393","2.1744561195373535","2.1744561195373535","2.1744561195373535"
"159000","2.113633155822754","2.113633155822754","2.113633155822754","2.166045665740967","2.166045665740967","2.166045665740967"
"160500","2.113499402999878","2.113499402999878","2.113499402999878","2.171525001525879","2.171525001525879","2.171525001525879"
"162000","2.1126608848571777","2.1126608848571777","2.1126608848571777","2.1702880859375","2.1702880859375","2.1702880859375"
"163500","2.1119191646575928","2.1119191646575928","2.1119191646575928","2.167051315307617","2.167051315307617","2.167051315307617"
"165000","2.111082077026367","2.111082077026367","2.111082077026367","2.1719613075256348","2.1719613075256348","2.1719613075256348"
"166500","2.1113100051879883","2.1113100051879883","2.1113100051879883","2.1645960807800293","2.1645960807800293","2.1645960807800293"
"168000","2.1111083030700684","2.1111083030700684","2.1111083030700684","2.16217041015625","2.16217041015625","2.16217041015625"
"169500","2.110624313354492","2.110624313354492","2.110624313354492","2.166980743408203","2.166980743408203","2.166980743408203"
"171000","2.1105856895446777","2.1105856895446777","2.1105856895446777","2.16414213180542","2.16414213180542","2.16414213180542"
"172500","2.1097536087036133","2.1097536087036133","2.1097536087036133","","",""
"174000","2.1090617179870605","2.1090617179870605","2.1090617179870605","2.160325765609741","2.160325765609741","2.160325765609741"
"175500","2.108915090560913","2.108915090560913","2.108915090560913","2.156707286834717","2.156707286834717","2.156707286834717"
"177000","2.1074442863464355","2.1074442863464355","2.1074442863464355","2.1625282764434814","2.1625282764434814","2.1625282764434814"
"178500","2.107574939727783","2.107574939727783","2.107574939727783","2.1595890522003174","2.1595890522003174","2.1595890522003174"
"180000","2.1068601608276367","2.1068601608276367","2.1068601608276367","2.157205104827881","2.157205104827881","2.157205104827881"
"181500","2.1060006618499756","2.1060006618499756","2.1060006618499756","2.1571593284606934","2.1571593284606934","2.1571593284606934"
"183000","2.10595965385437","2.10595965385437","2.10595965385437","2.1575610637664795","2.1575610637664795","2.1575610637664795"
"184500","2.104403018951416","2.104403018951416","2.104403018951416","2.1563544273376465","2.1563544273376465","2.1563544273376465"
"186000","2.1040689945220947","2.1040689945220947","2.1040689945220947","","",""
"187500","2.1043357849121094","2.1043357849121094","2.1043357849121094","2.1645352840423584","2.1645352840423584","2.1645352840423584"
"189000","2.1029253005981445","2.1029253005981445","2.1029253005981445","2.15832781791687","2.15832781791687","2.15832781791687"
"190500","2.1013972759246826","2.1013972759246826","2.1013972759246826","2.1562178134918213","2.1562178134918213","2.1562178134918213"
"192000","2.1006689071655273","2.1006689071655273","2.1006689071655273","2.1564674377441406","2.1564674377441406","2.1564674377441406"
"193500","2.100215435028076","2.100215435028076","2.100215435028076","2.1529455184936523","2.1529455184936523","2.1529455184936523"
"195000","2.1028380393981934","2.1028380393981934","2.1028380393981934","2.151404619216919","2.151404619216919","2.151404619216919"
"196500","2.099508047103882","2.099508047103882","2.099508047103882","2.1510610580444336","2.1510610580444336","2.1510610580444336"
"198000","2.0988693237304688","2.0988693237304688","2.0988693237304688","2.155022144317627","2.155022144317627","2.155022144317627"
"199500","2.0980384349823","2.0980384349823","2.0980384349823","2.1552491188049316","2.1552491188049316","2.1552491188049316"
"201000","2.0982391834259033","2.0982391834259033","2.0982391834259033","2.152156352996826","2.152156352996826","2.152156352996826"
"202500","2.096466302871704","2.096466302871704","2.096466302871704","2.1500723361968994","2.1500723361968994","2.1500723361968994"
"204000","2.096104621887207","2.096104621887207","2.096104621887207","2.1507582664489746","2.1507582664489746","2.1507582664489746"
"205500","2.0955255031585693","2.0955255031585693","2.0955255031585693","2.1447560787200928","2.1447560787200928","2.1447560787200928"
"207000","2.094851016998291","2.094851016998291","2.094851016998291","2.1450998783111572","2.1450998783111572","2.1450998783111572"
"208500","2.0947792530059814","2.0947792530059814","2.0947792530059814","","",""
"210000","2.093639850616455","2.093639850616455","2.093639850616455","2.1523687839508057","2.1523687839508057","2.1523687839508057"
"211500","2.0934274196624756","2.0934274196624756","2.0934274196624756","2.151535987854004","2.151535987854004","2.151535987854004"
"213000","2.0924339294433594","2.0924339294433594","2.0924339294433594","2.150193452835083","2.150193452835083","2.150193452835083"
"214500","2.0919222831726074","2.0919222831726074","2.0919222831726074","2.1475799083709717","2.1475799083709717","2.1475799083709717"
"216000","2.092078447341919","2.092078447341919","2.092078447341919","2.1468610763549805","2.1468610763549805","2.1468610763549805"
"217500","2.0914087295532227","2.0914087295532227","2.0914087295532227","2.146765947341919","2.146765947341919","2.146765947341919"
"219000","2.0899016857147217","2.0899016857147217","2.0899016857147217","2.1495697498321533","2.1495697498321533","2.1495697498321533"
"220500","2.089815616607666","2.089815616607666","2.089815616607666","2.1434454917907715","2.1434454917907715","2.1434454917907715"
"222000","2.0891315937042236","2.0891315937042236","2.0891315937042236","2.143486738204956","2.143486738204956","2.143486738204956"
"223500","2.0890071392059326","2.0890071392059326","2.0890071392059326","2.1455583572387695","2.1455583572387695","2.1455583572387695"
"225000","2.0879085063934326","2.0879085063934326","2.0879085063934326","2.1440269947052","2.1440269947052","2.1440269947052"
"226500","2.0881645679473877","2.0881645679473877","2.0881645679473877","2.1393380165100098","2.1393380165100098","2.1393380165100098"
"228000","2.08760666847229","2.08760666847229","2.08760666847229","2.142178773880005","2.142178773880005","2.142178773880005"
"229500","2.0870494842529297","2.0870494842529297","2.0870494842529297","2.139435052871704","2.139435052871704","2.139435052871704"
"231000","2.087198495864868","2.087198495864868","2.087198495864868","2.143486499786377","2.143486499786377","2.143486499786377"
"232500","2.0864486694335938","2.0864486694335938","2.0864486694335938","2.1436634063720703","2.1436634063720703","2.1436634063720703"
"234000","2.0860040187835693","2.0860040187835693","2.0860040187835693","2.138761043548584","2.138761043548584","2.138761043548584"
"235500","2.085874557495117","2.085874557495117","2.085874557495117","2.139082670211792","2.139082670211792","2.139082670211792"
"237000","2.0850977897644043","2.0850977897644043","2.0850977897644043","2.1466782093048096","2.1466782093048096","2.1466782093048096"
"238500","2.0846924781799316","2.0846924781799316","2.0846924781799316","2.1456384658813477","2.1456384658813477","2.1456384658813477"
"240000","2.0847041606903076","2.0847041606903076","2.0847041606903076","2.1415042877197266","2.1415042877197266","2.1415042877197266"
"241500","2.0839288234710693","2.0839288234710693","2.0839288234710693","2.1389715671539307","2.1389715671539307","2.1389715671539307"
"243000","2.084038734436035","2.084038734436035","2.084038734436035","2.1426937580108643","2.1426937580108643","2.1426937580108643"
"244500","2.083357572555542","2.083357572555542","2.083357572555542","2.1406090259552","2.1406090259552","2.1406090259552"
"246000","2.0833301544189453","2.0833301544189453","2.0833301544189453","2.142197608947754","2.142197608947754","2.142197608947754"
"247500","2.0830724239349365","2.0830724239349365","2.0830724239349365","2.1399927139282227","2.1399927139282227","2.1399927139282227"
"249000","2.08235502243042","2.08235502243042","2.08235502243042","2.14933180809021","2.14933180809021","2.14933180809021"
"250500","2.082423448562622","2.082423448562622","2.082423448562622","2.1444761753082275","2.1444761753082275","2.1444761753082275"
"252000","2.0818333625793457","2.0818333625793457","2.0818333625793457","2.140714168548584","2.140714168548584","2.140714168548584"
"253500","2.0819473266601562","2.0819473266601562","2.0819473266601562","2.1397719383239746","2.1397719383239746","2.1397719383239746"
"255000","","","","2.1383585929870605","2.1383585929870605","2.1383585929870605"
"256500","2.0821011066436768","2.0821011066436768","2.0821011066436768","2.143200159072876","2.143200159072876","2.143200159072876"
"258000","2.0819969177246094","2.0819969177246094","2.0819969177246094","2.1400489807128906","2.1400489807128906","2.1400489807128906"
"259500","2.0818870067596436","2.0818870067596436","2.0818870067596436","2.138193130493164","2.138193130493164","2.138193130493164"
"261000","2.0816261768341064","2.0816261768341064","2.0816261768341064","2.135979175567627","2.135979175567627","2.135979175567627"
"262500","2.081310510635376","2.081310510635376","2.081310510635376","2.135502815246582","2.135502815246582","2.135502815246582"
"264000","2.0809812545776367","2.0809812545776367","2.0809812545776367","2.1355626583099365","2.1355626583099365","2.1355626583099365"
"265500","2.080911159515381","2.080911159515381","2.080911159515381","2.1550819873809814","2.1550819873809814","2.1550819873809814"
"267000","2.0805726051330566","2.0805726051330566","2.0805726051330566","2.136841297149658","2.136841297149658","2.136841297149658"
"268500","2.080798387527466","2.080798387527466","2.080798387527466","2.1370961666107178","2.1370961666107178","2.1370961666107178"
"270000","2.0806663036346436","2.0806663036346436","2.0806663036346436","2.134467363357544","2.134467363357544","2.134467363357544"
"271500","2.0802884101867676","2.0802884101867676","2.0802884101867676","2.134382963180542","2.134382963180542","2.134382963180542"
"273000","2.0804502964019775","2.0804502964019775","2.0804502964019775","2.1339077949523926","2.1339077949523926","2.1339077949523926"
"274500","2.0801713466644287","2.0801713466644287","2.0801713466644287","2.1335177421569824","2.1335177421569824","2.1335177421569824"
"276000","2.080157995223999","2.080157995223999","2.080157995223999","2.1351280212402344","2.1351280212402344","2.1351280212402344"
"277500","2.080195903778076","2.080195903778076","2.080195903778076","2.1346242427825928","2.1346242427825928","2.1346242427825928"
"279000","2.0797605514526367","2.0797605514526367","2.0797605514526367","2.1363365650177","2.1363365650177","2.1363365650177"
"280500","2.079777240753174","2.079777240753174","2.079777240753174","2.131760835647583","2.131760835647583","2.131760835647583"
"282000","2.0794527530670166","2.0794527530670166","2.0794527530670166","2.1331493854522705","2.1331493854522705","2.1331493854522705"
"283500","","","","2.1323089599609375","2.1323089599609375","2.1323089599609375"
"285000","2.080540657043457","2.080540657043457","2.080540657043457","2.135714292526245","2.135714292526245","2.135714292526245"
"286500","2.0801777839660645","2.0801777839660645","2.0801777839660645","2.136115550994873","2.136115550994873","2.136115550994873"
"288000","2.080378532409668","2.080378532409668","2.080378532409668","2.137181520462036","2.137181520462036","2.137181520462036"
"289500","2.0804662704467773","2.0804662704467773","2.0804662704467773","2.1372039318084717","2.1372039318084717","2.1372039318084717"
"291000","2.0803539752960205","2.0803539752960205","2.0803539752960205","2.1335885524749756","2.1335885524749756","2.1335885524749756"
"292500","2.081495523452759","2.081495523452759","2.081495523452759","2.134932518005371","2.134932518005371","2.134932518005371"
"294000","2.081381320953369","2.081381320953369","2.081381320953369","2.131998300552368","2.131998300552368","2.131998300552368"
"295500","2.082127332687378","2.082127332687378","2.082127332687378","2.1298906803131104","2.1298906803131104","2.1298906803131104"
"297000","2.082108497619629","2.082108497619629","2.082108497619629","2.1309542655944824","2.1309542655944824","2.1309542655944824"
"298500","2.082265615463257","2.082265615463257","2.082265615463257","2.1329054832458496","2.1329054832458496","2.1329054832458496"
"300000","2.0821211338043213","2.0821211338043213","2.0821211338043213","2.137598752975464","2.137598752975464","2.137598752975464"
"301500","2.08146595954895","2.08146595954895","2.08146595954895","2.1371047496795654","2.1371047496795654","2.1371047496795654"
"303000","2.081188440322876","2.081188440322876","2.081188440322876","2.135678768157959","2.135678768157959","2.135678768157959"
"304500","2.080861806869507","2.080861806869507","2.080861806869507","2.135524272918701","2.135524272918701","2.135524272918701"
"306000","2.0804736614227295","2.0804736614227295","2.0804736614227295","2.1345725059509277","2.1345725059509277","2.1345725059509277"
"307500","2.0806100368499756","2.0806100368499756","2.0806100368499756","2.136369228363037","2.136369228363037","2.136369228363037"
"309000","2.080573081970215","2.080573081970215","2.080573081970215","2.1328318119049072","2.1328318119049072","2.1328318119049072"
"310500","2.080087184906006","2.080087184906006","2.080087184906006","2.1358771324157715","2.1358771324157715","2.1358771324157715"
"312000","2.0800533294677734","2.0800533294677734","2.0800533294677734","2.1350491046905518","2.1350491046905518","2.1350491046905518"
"313500","2.0800535678863525","2.0800535678863525","2.0800535678863525","2.136291265487671","2.136291265487671","2.136291265487671"
"315000","2.0799942016601562","2.0799942016601562","2.0799942016601562","","",""
"316500","2.0799484252929688","2.0799484252929688","2.0799484252929688","","",""
"318000","2.07961368560791","2.07961368560791","2.07961368560791","","",""
"319500","2.080089569091797","2.080089569091797","2.080089569091797","","",""
"321000","2.0793802738189697","2.0793802738189697","2.0793802738189697","","",""
"322500","2.079082489013672","2.079082489013672","2.079082489013672","","",""
"324000","2.078890323638916","2.078890323638916","2.078890323638916","","",""
"325500","2.078795909881592","2.078795909881592","2.078795909881592","","",""
"327000","2.078618049621582","2.078618049621582","2.078618049621582","","",""
"328500","2.079071283340454","2.079071283340454","2.079071283340454","","",""
"330000","2.078124761581421","2.078124761581421","2.078124761581421","","",""
"331500","2.0781466960906982","2.0781466960906982","2.0781466960906982","","",""
"333000","2.0781617164611816","2.0781617164611816","2.0781617164611816","","",""
"334500","2.0790538787841797","2.0790538787841797","2.0790538787841797","","",""
"336000","2.0792765617370605","2.0792765617370605","2.0792765617370605","","",""
"337500","2.0796399116516113","2.0796399116516113","2.0796399116516113","","",""
"339000","2.079695224761963","2.079695224761963","2.079695224761963","","",""
"340500","2.079380512237549","2.079380512237549","2.079380512237549","","",""
"342000","2.0792648792266846","2.0792648792266846","2.0792648792266846","","",""
"343500","2.0792393684387207","2.0792393684387207","2.0792393684387207","","",""
"345000","2.079047918319702","2.079047918319702","2.079047918319702","","",""
"346500","2.0793941020965576","2.0793941020965576","2.0793941020965576","","",""
"348000","2.0791873931884766","2.0791873931884766","2.0791873931884766","","",""
"349500","2.0790607929229736","2.0790607929229736","2.0790607929229736","","",""